age,experience_years,education_level,hours_per_week,salary
36,0,5,27,79977
49,29,1,33,139401
57,20,2,24,125606
39,9,1,20,66336
60,20,3,40,146779
51,3,2,42,70412
52,2,1,52,63932
53,19,1,41,111209
56,33,1,42,168082
24,1,3,56,69413
38,9,1,33,74777
59,17,1,26,103860
32,12,4,20,109210
50,23,1,54,131161
23,0,2,35,50929
55,34,3,55,196736
33,11,1,32,75001
54,1,4,48,88805
56,15,2,57,116166
29,8,1,57,78367
60,3,5,46,107498
42,14,1,21,80523
64,39,5,27,232715
44,3,5,44,106948
48,2,2,37,63422
62,17,3,56,136188
47,27,1,28,130474
61,5,5,46,118038
22,0,2,31,46106
38,13,2,44,99812
24,0,5,58,90978
43,6,1,51,69854
56,1,3,38,71097
51,15,4,60,144043
39,0,2,26,52378
46,6,2,31,76471
23,0,3,28,57487
39,12,2,22,91140
37,13,2,33,97717
22,0,1,30,31396
55,14,4,38,128844
62,15,3,46,132963
38,3,1,38,55864
45,23,5,52,181443
47,17,3,20,117614
34,13,3,60,116977
47,14,4,53,138036
32,2,3,53,77400
38,17,5,27,145400
34,2,3,44,74385
40,16,5,20,140786
24,0,2,50,53313
63,31,3,22,177220
55,3,4,33,86340
26,8,3,45,96598
56,26,1,49,144514
38,1,5,52,95555
22,0,5,29,79572
52,31,5,46,206411
54,14,1,21,89964
45,11,3,39,106620
23,1,2,43,55533
59,25,1,22,129258
41,17,2,58,127310
56,28,2,45,159466
53,27,4,41,176172
45,2,2,27,51960
31,0,2,27,40744
53,4,4,55,104586
27,1,4,57,83630
44,8,1,56,78605
44,15,3,21,108240
40,5,4,57,102910
50,25,4,47,169359
58,20,4,56,158612
36,4,5,57,107555
49,4,1,22,49373
33,7,2,20,62822
55,24,3,60,169518
44,17,1,52,112716
50,5,1,38,58707
25,0,4,38,77591
41,0,1,56,52168
26,4,4,30,81173
26,1,4,30,70585
43,19,2,40,117959
65,15,4,47,145502
23,1,2,72,40140
28,8,4,20,95481
32,9,5,58,124698
80,34,4,35,195360
27,4,5,54,112170
31,1,2,22,42134
65,39,1,57,192016
44,9,1,29,67939
60,39,4,51,224776
21,0,5,51,92134
45,4,5,25,101683
47,13,1,44,96968
33,13,4,38,122092
59,1,4,23,75406
44,7,5,45,118778
57,27,3,29,160273
56,3,4,40,98561
59,18,1,33,111284
37,3,4,42,93676
49,6,5,27,104383
48,3,1,37,55056
42,18,1,25,100639
30,8,2,39,75387
28,1,3,22,57653
55,4,5,53,120280
63,36,3,20,191318
30,8,4,46,108524
21,0,2,56,59771
36,6,1,57,67381
26,1,2,46,61244
37,17,2,35,108725
43,17,2,50,118316
65,1,3,35,74707
22,2,1,33,37330
22,0,3,44,62435
65,15,3,50,133832
38,4,4,41,88796
57,7,3,36,92446
56,24,2,42,141253
45,7,5,40,120634
49,21,1,53,126998
53,32,5,27,204758
34,8,3,56,97576
25,2,4,54,84513
55,22,2,56,146601
53,5,2,60,89279
38,14,1,46,98042
44,3,4,43,87419
62,19,2,46,130106
32,6,5,49,115102
57,18,4,50,146912
23,1,5,57,96132
62,29,1,34,152108
61,11,3,42,108610
43,23,3,28,143581
40,9,1,31,69270
49,23,3,20,142324
55,24,3,45,155357
26,4,2,53,67993
50,16,5,40,147920
46,12,2,51,104907
62,17,1,42,105446
42,4,2,51,77880
28,3,1,20,35069
55,19,4,43,156032
26,6,1,33,53837
39,21,4,46,158911
25,1,4,34,74469
36,17,2,26,103065
42,10,5,43,124986
57,37,4,58,224884
36,14,1,43,90944
36,11,2,31,83950
33,11,2,60,105734
52,4,2,55,82268
39,6,1,24,59159
45,9,5,37,125636
59,15,4,21,127166
48,20,1,47,121516
48,25,2,53,153711
55,36,5,60,230616
31,3,1,34,49645
61,9,1,35,75797
63,0,3,36,70035
62,10,1,56,95597
46,4,4,58,100747
31,9,1,53,79721
52,12,3,57,124398
57,6,2,45,85253
33,2,3,46,69950
44,22,1,45,128001
58,39,3,36,210651
63,14,1,48,100250
59,0,1,53,56351
56,32,3,33,181964
53,10,3,33,102635
40,3,5,44,99109
51,12,5,20,123531
50,7,1,37,72885
65,10,2,22,89093
28,0,5,24,82980
29,1,3,56,73534
56,6,4,42,101436
21,0,3,52,66646
48,25,1,48,137858
41,3,4,35,89202
29,9,1,41,73392
54,17,5,56,162895
35,1,5,57,97752
36,8,2,32,73069
65,34,2,58,190611
59,0,3,53,77030
59,13,4,34,123544
34,6,3,30,80540
24,0,3,52,71750
40,1,2,37,55944
56,28,3,48,175005
60,21,5,29,160602
34,1,2,49,58172
50,2,3,35,73415
61,39,2,23,187812
50,22,1,25,114155
61,24,5,28,175116
53,2,4,48,97966
43,0,2,48,56410
64,38,5,34,226801
65,43,3,21,211202
34,5,1,22,48750
55,3,5,52,111187
58,1,4,25,78682
26,0,3,20,49760
47,16,4,23,129311
41,8,5,51,129382
58,25,2,24,139503
35,8,4,23,100821
35,8,3,40,89013
41,8,4,55,118803
54,1,2,42,60283
62,32,4,27,188745
55,4,5,57,118923
24,1,2,43,59837
36,8,1,49,72120
44,4,3,29,72930
43,13,5,52,139249
42,22,3,60,153717
43,14,4,52,132672
31,8,4,56,108686
25,1,4,37,73544
28,7,4,28,93922
58,33,4,30,190531
30,9,4,32,99689
60,33,1,29,161295
26,0,4,46,76652
45,7,5,51,126221
48,1,3,29,65345
23,0,2,35,51239
42,10,2,60,101922
57,28,2,54,164620
50,27,4,57,182761
32,3,3,24,69060
37,12,5,32,129765
25,1,2,38,57186
24,0,1,38,34543
30,6,1,32,61623
53,7,2,29,74529
23,1,2,27,51456
42,21,2,39,126077
49,0,2,44,61000
46,4,4,23,82564
44,13,3,59,120013
32,4,1,60,63347
46,26,1,29,128543
54,31,3,60,191642
38,4,5,20,97333
60,31,3,21,172925
42,7,1,30,62958
44,12,3,56,119795
43,8,3,25,87770
32,11,3,49,111979
38,5,4,44,95889
38,13,3,22,104975
52,12,3,52,117583
51,27,3,37,163575
26,1,5,44,94233
62,23,1,59,135983
48,23,2,45,139114
49,0,2,25,47781
61,35,1,46,175546
42,10,1,50,86991
47,29,1,36,140163
25,7,1,47,61593
59,39,5,46,233316
45,14,3,45,120792
49,14,3,48,125537
47,4,3,56,89380
21,0,2,20,42237
64,26,5,41,193647
28,6,2,45,70253
36,14,5,25,135233
32,3,2,27,51974
55,33,3,43,191626
34,4,2,25,62158
51,4,4,53,106391
56,10,1,30,72955
52,26,2,49,153189
57,19,3,49,147220
49,27,4,36,174605
55,13,1,27,84160
39,6,1,48,67179
27,2,4,37,80496
54,0,5,45,92659
28,10,4,31,105963
21,0,3,42,64482
63,19,3,30,139246
46,8,3,25,93798
52,26,1,39,141388
48,5,3,28,80570
28,9,4,57,118324
37,5,2,20,58212
65,5,5,48,117287
31,9,4,32,102572
34,12,2,29,94164
29,4,4,37,90861
24,2,5,54,98559
29,6,4,48,100011
38,7,4,44,106287
51,17,3,38,131368
54,8,1,31,65912
49,12,1,21,80173
59,34,5,60,221085
42,4,1,42,58382
65,25,1,39,140033
45,11,3,36,106766
36,3,2,23,52757
21,2,1,45,44627
27,3,1,40,52446
25,1,1,21,34529
47,12,5,24,123096
30,11,3,46,110088
57,16,5,25,140317
47,21,1,55,130428
51,4,4,20,90133
63,10,5,32,127296
25,1,3,22,55087
49,18,5,59,170802
65,1,5,31,95460
41,3,5,30,95589
64,32,5,49,216837
23,1,3,34,57736
41,5,4,25,87131
54,6,4,39,102526
40,14,3,39,114643
53,3,5,42,108060
33,2,1,28,39082
37,13,4,39,123875
65,8,4,36,107846
30,5,3,50,82540
25,2,2,55,61117
54,9,3,21,95448
56,32,4,41,197597
54,18,1,31,102045
36,0,3,40,63682
59,34,2,52,184066
41,6,4,25,95805
48,21,1,57,130072
28,5,4,21,87117
62,8,3,41,105809
36,1,2,43,53962
64,37,5,41,230322
47,27,4,21,161840
52,11,3,47,111935
49,27,1,53,146085
22,0,3,54,64614
50,12,5,44,141671
63,21,1,45,121571
30,6,5,31,107569
62,34,2,32,173562
77,6,4,20,91465
47,24,2,53,148818
32,4,4,58,97555
49,27,4,40,172363
31,5,5,25,99260
42,0,3,52,77773
37,7,3,27,86018
53,6,5,24,107701
45,1,4,40,83164
21,0,2,59,55386
63,24,5,44,182019
60,31,2,37,169096
41,10,3,44,101452
60,10,1,32,74925
39,0,5,26,80606
22,0,1,35,31863
65,38,5,34,225284
48,3,4,40,93534
32,2,3,25,67891
47,5,3,60,98263
27,4,3,47,83196
59,20,2,40,130332
59,21,4,34,152903
45,22,3,55,151298
51,1,5,51,99017
58,7,5,53,131139
86,1,4,35,84976
59,30,5,31,198752
63,13,2,49,107435
48,0,5,55,101669
40,7,4,32,101151
54,18,5,54,167745
28,1,5,52,96913
53,11,3,50,111540
42,3,1,57,60947
51,16,2,34,114012
49,17,5,50,153029
21,0,1,27,33515
62,31,5,53,214906
40,20,1,54,119647
63,33,3,59,195160
41,7,5,22,101893
63,33,1,35,167068
25,0,1,48,46994
55,7,5,46,125244
60,2,3,24,73934
63,27,4,31,177857
62,37,4,33,209993
43,15,5,36,142420
31,5,1,57,65901
54,22,3,23,142393
49,16,2,43,110597
54,2,2,57,79045
41,20,3,43,134891
54,30,3,23,171829
62,15,5,24,146479
46,24,1,57,137105
59,30,2,38,164946
65,12,4,44,126045
61,26,2,45,149762
34,0,2,42,56987
29,6,3,24,77829
40,2,4,47,93355
46,2,5,26,91800
35,6,3,38,86930
46,18,3,33,127286
36,12,4,36,116292
44,19,2,52,129976
57,11,4,40,121493
34,2,2,57,73059
53,1,4,25,79398
53,6,5,57,119329
47,5,2,53,84919
42,10,3,27,94266
56,9,4,59,125228
29,8,4,42,109303
44,3,5,50,106151
60,30,1,29,149720
36,8,1,26,57520
25,1,2,37,51902
21,0,3,27,54615
48,11,4,42,124237
81,8,5,21,115128
55,8,5,32,118287
51,4,3,37,85372
61,0,5,38,96735
22,1,2,44,51686
37,4,2,44,69025
62,34,5,41,212252
35,7,4,21,96429
53,11,5,45,137193
25,2,5,39,96467
47,7,4,46,109753
26,0,1,27,35226
51,22,3,45,146762
63,4,2,35,72316
47,11,5,23,127475
26,5,2,49,73715
49,25,1,51,141660
36,11,2,33,84106
56,8,5,26,118434
56,34,3,43,187400
52,22,5,25,158863
58,35,2,57,193050
29,4,2,44,64510
57,10,5,40,134325
59,37,4,53,217863
65,27,4,21,167440
51,21,5,46,174247
28,5,1,32,50760
24,6,1,37,52931
52,0,1,33,45470
37,3,2,54,72773
32,8,5,41,114391
23,2,3,60,73921
48,15,3,51,129751
64,34,1,27,165521
63,19,3,57,151919
46,16,4,37,134727
52,21,5,54,173419
30,3,2,23,58189
43,4,4,35,90637
58,16,5,49,151868
29,3,2,22,50256
42,13,3,59,124378
35,9,2,51,92291
38,4,4,35,94227
42,16,4,24,126608
26,5,3,51,85432
55,11,1,30,81307
44,16,1,47,102159
30,10,2,48,89416
57,1,1,25,39544
24,0,5,58,93947
34,13,4,42,122344
32,1,5,31,85952
44,11,1,32,73471
34,9,1,29,63714
30,0,1,36,33969
65,14,3,56,136041
41,10,1,38,77021
89,23,2,52,147373
32,1,1,47,46685
58,2,1,56,67703
36,8,1,28,66223
23,0,2,56,53260
50,7,3,51,102240
53,20,5,43,170922
40,9,3,21,90902
51,19,2,21,113411
30,9,2,22,79048
51,29,3,40,167980
51,24,3,49,158772
37,5,3,53,85525
52,20,5,22,156620
51,15,5,23,138564
64,24,1,31,133739
50,22,5,20,160400
40,11,1,57,88278
48,5,5,54,117413
30,2,5,44,100764
29,0,3,56,71751
53,20,1,51,120749
44,1,5,48,103351
51,31,1,32,146533
50,14,5,24,130304
31,8,4,44,106342
23,0,5,59,90103
44,16,4,35,133927
49,27,3,59,173538
30,6,3,39,80366
25,1,3,41,69518
32,2,5,20,84592
57,12,5,23,132476
63,20,1,21,108494
25,3,3,50,80649
51,24,1,55,141654
42,14,5,34,142287
64,40,4,39,224365
40,13,5,29,134954
62,14,2,27,99670
48,1,5,30,92015
62,27,4,41,175432
62,31,1,21,144206
26,0,2,50,54454
33,4,4,83,99389
49,23,5,28,172361
54,7,1,20,65514
54,18,2,44,122792
23,2,4,53,86793
57,28,2,24,145347
53,23,1,36,122635
21,0,3,41,64149
48,15,3,29,114796
27,3,2,41,65820
48,2,4,49,94842
39,19,3,43,136875
21,0,1,52,47213
60,38,3,36,206435
49,24,3,55,160695
40,14,4,25,120212
35,4,5,32,95554
31,0,5,55,91145
63,18,3,42,134302
47,9,1,55,86672
22,2,1,30,39089
41,8,2,52,84339
40,13,4,25,120067
55,14,3,25,109205
59,19,1,37,117848
30,2,3,20,57621
22,2,4,51,85603
29,0,2,48,56233
26,3,2,37,58954
55,9,5,43,129630
25,3,2,47,68756
50,9,3,44,107410
46,16,5,37,150682
40,16,4,43,137984
57,1,4,40,85986
41,4,3,54,86309
55,11,3,20,102432
32,5,2,50,77574
28,5,4,24,86920
26,5,1,46,54716
22,1,5,27,77662
63,1,4,40,85509
60,32,5,45,212371
43,6,5,54,117414
41,17,1,25,90907
24,0,4,35,67024
40,2,4,57,97861
32,1,1,46,44863
27,1,3,20,61281
28,3,5,60,106863
28,6,5,40,106443
21,0,1,55,43602
59,13,4,49,130703
25,2,1,41,47716
24,1,1,35,43297
33,8,1,29,64829
46,17,4,33,134341
60,3,4,55,105256
44,23,2,44,142413
23,0,5,30,80221
39,1,3,58,78881
39,18,1,35,105511
62,6,2,41,85103
43,14,3,59,123926
42,17,5,48,155096
38,13,2,33,93131
42,20,1,47,112471
65,3,4,32,88137
49,25,2,26,135738
36,2,2,40,62658
36,3,5,51,108833
63,29,3,22,165074
59,37,1,33,178150
59,19,3,59,144978
59,25,4,57,177271
33,6,1,24,52866
32,10,3,21,87574
23,0,3,44,65165
40,2,5,48,105342
45,6,1,29,61749
31,7,1,33,62194
46,21,1,43,120902
45,7,1,20,55958
64,24,1,53,137391
52,22,5,31,169057
52,10,3,58,111713
59,25,4,33,166970
59,38,4,48,221466
25,6,2,35,71155
21,1,3,55,76651
44,8,3,29,88129
51,16,3,27,123223
44,21,1,43,118034
23,5,5,32,100612
22,0,5,29,81186
32,0,3,44,64298
65,42,3,20,210405
58,33,3,28,183847
34,8,3,47,92578
55,9,1,34,76975
49,15,1,52,108654
26,3,1,47,53484
29,4,2,22,51866
65,23,2,51,152037
51,3,2,41,72514
21,0,2,41,50016
34,10,2,57,95420
41,15,3,52,128491
49,22,3,47,151760
65,5,2,34,72346
59,22,2,22,131951
42,1,2,36,57062
59,27,1,49,143345
40,10,5,55,136979
50,15,4,21,121175
41,23,1,29,119678
54,5,3,27,85433
62,13,1,47,93651
57,10,1,45,86164
25,2,1,25,37302
31,0,3,27,59075
53,6,2,41,83874
43,10,2,21,78954
21,0,2,21,35377
41,7,1,23,58244
34,4,3,37,79246
59,30,4,27,183430
40,13,5,39,131146
29,6,4,54,104513
37,3,2,49,71046
57,29,3,31,167074
51,26,2,56,153562
31,7,4,26,90397
22,0,2,26,41979
48,8,3,30,93739
55,30,2,55,168370
38,10,3,48,108924
32,0,4,51,85578
63,30,3,55,183892
53,23,5,53,177218
58,12,3,55,118041
41,1,1,41,46846
29,0,5,35,86081
25,0,1,45,40148
31,2,1,48,50844
47,15,5,60,153192
64,23,1,51,140632
42,14,3,20,102264
23,2,1,31,38689
25,3,1,56,56671
26,0,5,50,93006
59,1,2,43,62136
22,3,5,25,85603
31,3,2,21,57841
27,4,4,36,89573
49,24,4,44,171326
25,5,4,40,93358
45,21,4,43,157938
26,1,1,50,45519
55,27,3,52,176689
34,11,2,54,96121
38,3,2,46,71860
56,20,1,27,109644
45,20,4,25,144300
27,0,4,44,79336
36,9,5,56,124781
45,25,4,59,177779
54,5,4,31,91079
32,6,3,40,81352
61,38,4,28,214643
45,3,2,39,66352
21,1,2,35,49552
57,14,5,25,139045
65,17,3,58,138285
57,24,5,30,172074
41,6,3,20,78308
28,1,4,38,72783
48,12,2,54,104870
41,22,1,50,126775
50,7,4,38,104506
52,27,3,57,177536
41,5,5,23,99265
57,2,4,28,83643
22,0,4,29,66696
52,13,1,26,87413
27,4,2,45,70884
25,1,5,27,83658
60,0,4,31,79520
25,0,4,44,76447
47,16,1,37,103748
36,15,3,44,119384
55,10,4,33,110404
53,13,3,54,119969
34,13,3,52,113733
45,5,2,45,80852
55,10,4,30,109840
40,12,4,23,116894
62,17,2,40,124670
21,1,4,25,67857
32,6,1,25,56304
30,6,4,32,88634
22,0,1,30,28851
47,17,1,42,100457
59,24,1,21,119702
56,17,4,35,137357
39,10,3,37,100437
58,4,2,57,79615
35,10,2,30,87518
31,3,5,59,106607
43,13,2,45,103397
42,12,4,54,131742
39,10,3,47,101798
49,13,1,30,86817
22,0,5,39,83673
57,15,5,36,144293
32,4,1,48,53850
35,8,3,43,97449
43,11,1,44,82255
64,24,2,49,148756
52,4,1,55,71854
23,3,4,57,92743
28,4,1,51,60357
30,0,5,52,97401
54,7,3,32,89977
54,28,2,39,157641
28,5,4,44,96850
65,43,3,49,232806
35,4,3,26,73484
23,0,4,51,75736
42,13,3,32,109254
28,0,5,53,97551
62,24,2,52,152294
53,4,2,55,81647
33,8,1,26,58412
46,1,1,24,39483
53,13,1,58,106022
56,11,4,46,128627
37,9,2,40,87240
52,11,1,46,92014
45,22,2,34,130372
56,9,3,56,110597
21,0,4,24,62435
64,32,3,59,191018
22,0,5,49,93089
46,19,2,22,109665
44,9,4,33,111503
53,9,3,53,106312
54,20,4,26,149268
59,9,1,38,78192
53,17,3,31,121027
41,13,2,36,97729
60,22,2,25,130547
36,7,5,37,110813
22,3,1,35,42537
41,1,4,25,73565
32,3,2,36,59919
21,0,3,39,63557
56,29,1,39,151659
34,9,4,23,103347
39,13,1,31,86794
31,3,5,24,91713
47,13,2,35,104378
42,17,3,24,114606
64,38,4,56,230169
23,2,4,43,81772
29,0,4,25,67741
41,14,5,31,135546
32,0,3,43,69510
27,3,1,50,50171
56,11,2,48,105468
65,43,3,43,230092
65,34,3,31,185197
58,36,5,46,227617
22,3,3,51,72316
32,3,4,43,89885
30,1,4,60,85390
65,35,5,24,213660
57,34,4,59,207306
46,7,1,59,73778
22,0,5,24,75783
28,2,4,45,84691
27,3,5,58,108555
47,4,3,23,75878
37,2,1,42,51869
49,21,5,35,164354
22,0,1,30,29469
31,4,5,25,97411
55,18,5,22,146917
64,13,3,34,113642
65,30,5,60,213957
21,1,1,23,34641
56,21,2,26,129994
50,5,2,58,82413
45,6,3,31,85840
43,14,1,37,86206
50,10,3,44,109260
57,29,2,60,170815
58,34,2,55,188592
22,0,1,50,46043
61,32,2,24,162947
29,0,4,55,82091
65,27,1,46,144670
64,11,1,27,84193
37,13,5,60,140513
21,1,5,29,81897
39,0,4,53,81644
36,10,4,25,107763
47,7,3,42,96745
37,14,5,20,132089
39,9,3,55,104835
23,0,2,60,62146
43,10,3,59,109230
41,4,4,41,91372
36,9,2,35,83957
24,1,3,22,51878
42,10,5,27,121571
27,0,5,56,91355
64,35,1,28,166390
55,29,5,49,205703
27,8,3,32,91622
52,23,1,39,125223
22,3,3,21,65374
35,1,5,28,89955
25,2,2,41,58232
33,0,4,50,78829
27,1,5,44,96757
32,11,5,49,129734
26,1,1,36,36900
45,5,5,43,115996
21,1,4,34,74027
49,19,1,60,123975
65,14,3,52,125683
49,25,2,27,134138
34,14,4,48,131440
39,12,3,45,112077
50,31,2,45,170470
26,3,5,33,94409
58,8,2,60,101437
34,7,3,57,97562
34,2,1,40,45324
44,5,5,50,110595
25,0,1,56,50968
27,2,4,49,91222
37,15,5,32,142489
46,1,4,54,87889
49,2,5,47,99261
55,12,4,44,123090
33,11,1,31,75598
62,21,4,60,167569
59,15,3,41,127561
40,5,5,35,107718
61,35,1,53,175001
30,1,2,26,49816
38,17,3,57,134861
26,4,2,58,70140
30,2,1,21,33970
28,2,2,54,67533
49,2,4,55,91103
54,19,3,31,130547
51,14,2,58,111921
23,0,3,44,64925
45,19,5,29,157833
36,13,3,47,110202
37,0,4,26,73254
41,19,4,47,150030
34,3,1,31,50802
34,5,5,49,110839
41,3,1,37,55170
43,21,5,43,162729
39,4,5,36,107135
52,17,4,30,137380
40,11,2,32,85576
34,15,2,26,95406
46,23,4,38,155613
25,3,4,43,83552
30,6,2,32,64932
30,0,2,40,47974
48,25,4,26,166106
47,17,5,59,162634
55,16,4,24,133801
26,3,2,32,55713
44,18,3,28,121958
40,8,3,21,87351
65,41,3,46,215721
28,8,3,47,93979
33,5,4,22,85936
31,11,5,34,120216
42,4,4,21,87708
30,7,5,49,113819
24,4,4,36,87128
49,21,1,56,127533
58,21,1,58,133034
31,5,1,33,58127
36,15,1,39,91150
62,1,1,48,53822
65,16,5,28,145310
38,6,2,55,79169
33,0,1,58,45706
37,8,3,50,96022
50,20,2,53,136293
53,29,3,51,180086
47,14,4,53,132418
56,0,1,24,34695
41,10,3,58,108599
48,25,4,42,169325
53,1,1,24,44667
45,15,4,30,123026
52,10,1,41,81889
50,12,1,50,92016
59,25,5,44,184245
47,4,3,46,86026
38,13,4,41,127936
62,35,1,58,185630
22,0,4,41,75889
28,2,5,44,99905
21,1,4,35,74345
35,0,5,55,94957
38,11,5,31,126831
26,2,5,31,84737
64,19,2,28,123454
37,16,4,39,135071
24,1,4,44,75297
49,24,4,52,166992
32,3,4,43,84342
26,5,5,48,110566
47,4,2,47,74418
52,18,2,40,120717
36,11,3,51,109160
40,6,5,35,105922
29,7,2,25,64822
40,4,5,29,101892
31,2,2,40,62461
50,20,5,55,170174
54,25,3,36,151622
50,27,5,50,195459
60,15,3,57,137091
23,2,2,24,49777
54,3,4,39,89587
58,5,1,47,65428
31,4,5,47,106903
21,0,2,33,43081
42,17,3,52,135260
64,31,1,38,156672
51,6,5,58,127918
26,4,1,27,48753
33,0,5,41,89285
21,0,3,41,59763
29,1,2,23,49024
43,17,4,41,140364
30,1,1,33,40735
55,19,1,39,110388
34,6,5,52,120693
53,24,4,48,174429
57,29,4,50,189980
65,25,1,48,137187
62,27,3,30,160690
50,14,5,29,135845
34,6,4,39,95412
35,1,1,21,31501
23,1,3,57,77591
38,5,4,47,98364
37,11,1,35,73544
57,8,1,35,73078
64,18,4,37,148650
49,13,4,44,130107
58,4,2,43,74913
27,2,5,56,102992
25,5,4,54,95682
23,1,2,40,57628
63,21,2,42,135883
57,13,1,20,82063
25,2,1,23,38897
48,6,4,34,100222
54,17,4,24,129598
35,7,5,43,116135
39,7,3,25,88060
34,7,5,37,108650
31,6,1,28,56033
36,17,5,55,158320
52,25,4,59,179040
38,3,1,57,56270
54,7,2,57,87741
53,24,5,57,184667
24,1,3,41,69595
59,34,2,47,187701
23,2,4,41,79269
35,10,3,37,99551
46,21,3,58,146058
52,6,5,26,106717
21,0,2,38,49157
49,18,5,43,154205
40,4,2,53,79404
25,5,5,51,110697
31,8,3,36,90783
62,2,2,38,71540
39,1,4,48,83189
22,1,5,57,95261
36,3,5,45,101421
50,10,5,33,126731
58,1,4,27,76898
62,41,4,29,225325
57,30,1,23,141038
55,19,4,20,136403
56,32,1,51,167021
29,3,4,40,90340
30,5,1,24,48723
30,5,5,48,108620
26,3,3,48,72759
22,0,1,40,33355
64,23,4,30,159484
39,16,3,46,124213
50,11,1,55,91665
54,22,5,37,170064
52,19,3,27,134502
62,16,1,35,107227
53,17,1,48,111116
48,16,4,52,138283
52,7,2,38,79971
58,27,5,45,192353
45,9,4,46,116774
35,0,3,25,60851
45,24,2,28,135751
51,20,4,60,162286
39,2,4,55,91877
40,0,3,37,68847
56,27,5,43,196142
31,1,2,38,58834
28,5,4,51,94290
29,0,1,27,36598
47,15,3,53,129330
56,18,2,58,129950
26,3,1,47,47701
33,9,4,37,110276
38,13,3,35,104168
38,7,1,30,60188
64,38,1,31,177318
32,10,1,33,70049
32,2,4,22,74056
49,8,1,48,74610
44,11,5,60,139167
33,7,2,26,69479
27,7,2,54,78033
60,13,1,31,88604
43,2,3,45,75903
57,14,1,41,94982
61,36,2,29,180085
34,1,3,50,75033
24,0,4,49,74420
29,2,2,36,58026
33,6,2,34,69156
32,8,1,37,68319
42,12,1,57,97062
47,3,5,26,96328
61,6,3,59,100498
52,1,4,53,94121
27,2,5,33,85583
60,13,4,23,123655
25,2,2,23,47103
65,38,3,40,203992
90,2,1,55,62367
63,33,5,40,212372
39,9,2,24,75872
57,25,5,50,190322
27,2,2,52,59887
56,28,3,21,160114
61,22,1,29,124287
41,12,4,21,114859
63,11,1,41,85732
29,5,5,20,92303
29,0,2,38,50851
24,2,2,40,60091
31,0,3,38,62812
58,25,3,24,147336
40,19,3,28,131098
40,2,1,38,50025
54,19,2,22,111421
51,26,5,30,180036
63,16,2,41,115166
61,11,4,54,127592
62,1,5,57,113687
25,1,2,55,62768
50,11,1,34,77406
25,3,2,40,65227
57,28,4,25,177519
85,0,5,53,86617
23,0,3,38,59512
34,2,3,47,71405
42,4,4,43,96179
42,17,4,47,137338
58,2,3,26,71653
51,9,4,40,111098
44,2,5,55,106001
23,2,3,29,65139
54,17,1,35,101437
49,22,4,47,159587
53,14,4,35,129497
57,10,2,32,92291
33,0,3,24,57066
48,4,2,50,80263
53,29,1,39,145289
60,28,3,34,171449
47,16,3,24,111862
47,8,2,40,81505
37,5,5,32,106674
28,3,4,55,88158
28,1,3,33,66508
55,21,1,59,130219
51,11,1,34,82271
36,13,1,38,81866
46,20,1,50,120668
27,4,1,46,52373
63,0,5,29,92414
25,1,3,48,72945
44,7,3,59,100118
45,17,1,39,98469
26,4,5,39,104049
36,9,1,53,79216
49,19,3,45,138529
61,10,3,58,117180
23,0,4,60,87194
41,13,5,58,144567
64,22,1,44,130848
22,0,4,37,71354
33,3,2,39,61130
46,0,1,49,45275
38,3,1,51,59018
43,22,2,49,134590
65,32,4,58,209880
40,13,4,39,128587
47,4,2,57,75066
53,7,3,52,100322
40,14,1,57,97536
65,19,4,36,149477
21,1,3,50,67291
65,16,4,60,157101
59,1,1,36,53370
35,7,4,51,103868
56,0,4,23,77680
57,11,2,52,101738
35,2,2,52,66434
40,14,2,20,91205
34,7,1,47,65509
21,1,2,31,48736
50,32,3,34,180881
41,15,2,45,112517
47,21,4,48,156040
61,15,3,25,118477
46,19,4,35,140743
59,28,2,49,165430
44,8,1,41,72615
32,5,2,38,66251
31,2,2,28,57055
53,24,2,26,139897
36,9,4,44,111511
44,15,2,30,108238
37,15,4,23,116913
59,35,4,25,199392
47,4,1,28,48976
44,19,1,39,112096
40,12,4,38,123783
35,3,5,45,102280
50,7,3,41,92362
50,26,4,41,175673
63,18,2,45,125124
30,0,2,60,58438
30,0,2,31,49106
57,29,1,31,143041
26,6,2,40,71912
34,3,4,46,90953
53,18,1,55,115574
65,43,4,28,229146
44,14,5,46,141641
22,1,5,51,98547
57,28,2,59,163226
38,1,3,39,70123
65,37,3,32,202476
57,34,5,37,213467
51,30,3,25,164827
36,5,3,48,90900
29,4,4,34,85066
23,2,3,43,71048
60,10,5,59,143600
40,0,3,30,65516
54,4,1,28,59451
35,11,2,26,83362
40,2,1,34,46323
55,0,5,41,99020
26,2,2,45,59922
57,8,5,60,137199
28,4,2,46,65924
44,20,2,22,114035
43,19,4,42,148436
28,1,5,33,89364
35,2,4,49,91521
56,16,2,41,116820
22,2,2,46,61975
26,7,1,24,59940
28,7,4,59,106944
37,16,1,54,104105
33,12,4,29,117757
46,6,2,36,76676
33,4,3,54,85007
25,4,3,43,78518
42,16,5,33,142225
51,25,1,43,136651
44,1,1,56,59604
35,9,2,53,87953
24,0,5,43,87454
53,20,3,32,138388
27,4,1,50,57836
29,0,2,43,54162
46,7,5,33,118057
47,16,3,32,123042
58,16,1,59,115814
55,10,5,24,120985
38,12,1,30,81024
54,6,5,32,111753
58,14,5,35,144719
37,4,4,21,84275
43,2,3,52,75866
48,28,1,22,132833
