Car ID,Brand,Year,Engine Size,Fuel Type,Transmission,Mileage,Condition,Model,Price
1450,Mercedes,2003,5.5,Electric,Automatic,66896,New,E-Class,26923
1451,Honda,2002,2,Petrol,Automatic,103431,Like New,Accord,80147.84
1452,Tesla,2012,1.1,Diesel,Manual,47020,Used,Model Y,61179.02
1453,Honda,2022,5.3,Hybrid,Automatic,205338,New,CR-V,26833.9
1454,Ford,2008,3.9,Diesel,Manual,284305,Used,Focus,50475.25
1455,Honda,2020,5.5,Petrol,Automatic,27738,Used,CR-V,43577.25
1456,Ford,2005,4,Electric,Manual,134997,Like New,Fiesta,87950.14
1457,Toyota,2011,5.1,Hybrid,Automatic,57153,New,Corolla,8055.44
1458,Ford,2001,3.1,Diesel,Manual,214020,Like New,Fiesta,90105.17
1459,Ford,2002,4.7,Electric,Automatic,61009,New,Mustang,66947.85
1460,BMW,2002,5.6,Diesel,Automatic,172624,Like New,5 Series,75066.13
1461,Ford,2011,3.9,Hybrid,Automatic,271941,New,Mustang,5247.71
1462,Ford,2014,1.9,Diesel,Automatic,71942,New,Focus,64682.75
1463,Mercedes,2008,2.3,Diesel,Manual,118065,New,E-Class,60906.19
1464,Toyota,2022,2,Diesel,Manual,276109,Used,Prius,56034.53
1465,Tesla,2007,2.2,Electric,Manual,275877,Used,Model S,79657.35
1466,BMW,2010,2.5,Hybrid,Automatic,157998,Like New,X5,57807.75
1467,Mercedes,2015,3.8,Hybrid,Automatic,159855,Like New,C-Class,86424.23
1468,Audi,2021,3.9,Electric,Automatic,83360,New,Q7,27099.99
1469,Toyota,2003,3.1,Electric,Automatic,167466,New,Prius,81568.35
1470,Toyota,2000,4.1,Electric,Automatic,195868,Used,Camry,22034.71
1471,Audi,2023,1.4,Petrol,Automatic,290431,Used,A4,82246.19
1472,Tesla,2006,1.4,Diesel,Manual,82104,Used,Model 3,94344.03
1473,Ford,2001,1.9,Diesel,Manual,161508,Like New,Explorer,36890.94
1474,Mercedes,2023,3.6,Hybrid,Manual,221404,Used,GLC,55339.2
1475,Honda,2004,2.1,Diesel,Manual,265332,Like New,Fit,67541.26
1476,BMW,2006,2.4,Petrol,Manual,91205,Used,5 Series,12549.81
1477,Honda,2003,3,Electric,Manual,232321,Used,Civic,51937.67
1478,Audi,2004,5.1,Hybrid,Manual,137837,New,A3,39255.57
1479,Toyota,2023,1.1,Hybrid,Manual,219779,Like New,RAV4,87883.28
1480,Tesla,2000,4.2,Diesel,Automatic,141879,Used,Model S,88284.55
1481,Toyota,2000,4.3,Hybrid,Automatic,10204,New,Prius,71574.06
1482,BMW,2014,5,Electric,Automatic,223674,Like New,X5,67293.83
1483,Toyota,2019,5.7,Hybrid,Automatic,189016,Like New,Corolla,74700.4
1484,Toyota,2018,1.1,Electric,Automatic,102903,Used,Prius,39768.76
1485,BMW,2009,1.8,Petrol,Automatic,299225,Like New,X3,43429.33
1486,Mercedes,2017,5.4,Petrol,Automatic,256687,New,E-Class,57601.95
1487,Mercedes,2002,3.3,Electric,Manual,34986,New,C-Class,94112.67
1488,BMW,2010,3.8,Diesel,Manual,50304,Like New,3 Series,73779.99
1489,Tesla,2014,4.3,Hybrid,Automatic,39986,New,Model S,57343.98
1490,Audi,2010,4.4,Diesel,Manual,91594,Like New,A3,78189.24
1491,Toyota,2016,5.7,Hybrid,Manual,66151,New,Camry,40234.58
1492,Tesla,2016,6,Petrol,Manual,290358,Like New,Model S,74394.34
1493,Toyota,2005,4.6,Petrol,Manual,173620,Like New,Prius,44014.24
1494,Audi,2004,2.4,Petrol,Manual,141753,Like New,Q7,31567.83
1495,Mercedes,2007,5.4,Hybrid,Automatic,138056,New,C-Class,62923.78
1496,Tesla,2001,1.2,Petrol,Manual,158651,Like New,Model X,70253.37
1497,Ford,2015,2.2,Petrol,Automatic,234347,Like New,Focus,48632.89
1498,Ford,2019,5.5,Petrol,Automatic,186005,Used,Fiesta,58722.57
1499,Ford,2023,2.3,Petrol,Automatic,162553,Used,Fiesta,70936.28
1500,Mercedes,2011,2.1,Diesel,Manual,944,Like New,C-Class,77932.45
1501,Mercedes,2005,1.7,Petrol,Automatic,93993,Used,GLC,90079.29
1502,Audi,2000,5.3,Petrol,Automatic,271258,Like New,A3,38681.7
1503,Toyota,2003,3.5,Diesel,Automatic,214738,Used,Camry,95390.34
1504,Audi,2016,4.4,Diesel,Automatic,208920,New,A4,65541.58
1505,Audi,2012,2.2,Hybrid,Manual,256805,New,A3,79831.68
1506,Mercedes,2017,4.8,Electric,Automatic,294740,Like New,GLC,71478.06
1507,Ford,2004,4.8,Petrol,Automatic,104087,Like New,Focus,24529.31
1508,Honda,2023,2.6,Petrol,Automatic,269051,New,Fit,11786.65
1509,Toyota,2023,3.1,Petrol,Automatic,255035,New,Corolla,73997.21
1510,Mercedes,2002,2,Hybrid,Manual,159186,Used,C-Class,53550
1511,Ford,2010,5.9,Petrol,Automatic,287153,Like New,Explorer,71710.27
1512,Tesla,2012,4.2,Electric,Automatic,166797,New,Model S,50300.07
1513,Honda,2003,5.7,Diesel,Automatic,281140,New,Civic,34662.28
1514,Honda,2013,2.5,Hybrid,Automatic,290911,Like New,Accord,32076.7
1515,Mercedes,2021,4.9,Diesel,Automatic,278491,Used,GLC,74400.55
1516,BMW,2010,4.8,Petrol,Automatic,102063,Used,X3,31294.11
1517,Toyota,2009,4.5,Petrol,Manual,24102,Used,Prius,72894.3
1518,Honda,2018,5.8,Petrol,Automatic,4263,Used,Civic,41476.21
1519,Mercedes,2017,3,Electric,Manual,67438,New,GLC,78235.35
1520,Mercedes,2005,1.7,Electric,Manual,96359,Like New,GLA,18566.94
1521,Ford,2014,4.4,Hybrid,Automatic,130251,Like New,Mustang,24473.09
1522,Tesla,2020,4.6,Diesel,Manual,171915,New,Model S,70161.6
1523,BMW,2009,3.9,Petrol,Automatic,27690,New,X3,58221.96
1524,Toyota,2004,2,Petrol,Manual,2994,New,Corolla,24368.44
1525,Audi,2004,3.5,Petrol,Automatic,103533,Like New,Q5,90768.57
1526,Tesla,2009,2.6,Petrol,Manual,67546,Like New,Model 3,31214.69
1527,Tesla,2004,3.1,Electric,Manual,26467,Like New,Model X,45001.78
1528,Ford,2002,4.2,Diesel,Automatic,246590,Used,Explorer,24217.35
1529,Honda,2022,4.7,Diesel,Manual,131120,New,Fit,41862.62
1530,Honda,2005,2.2,Hybrid,Manual,168050,New,Fit,51706.44
1531,Ford,2003,3,Electric,Manual,73414,New,Mustang,33048.47
1532,Mercedes,2017,2.3,Petrol,Manual,180294,Like New,GLC,78063.9
1533,Honda,2008,2,Diesel,Manual,48115,New,Fit,42423.63
1534,BMW,2016,4.9,Diesel,Automatic,40647,New,3 Series,74303.45
1535,Toyota,2012,5.5,Electric,Manual,54607,Used,Corolla,24671.86
1536,Tesla,2014,2.9,Hybrid,Manual,21996,Like New,Model X,40818.37
1537,Tesla,2019,4.8,Hybrid,Automatic,83697,New,Model S,5765.54
1538,BMW,2016,5.5,Petrol,Automatic,67764,Like New,5 Series,77070.57
1539,Honda,2012,5.2,Hybrid,Automatic,239190,Like New,CR-V,64459.23
1540,Tesla,2015,1.9,Diesel,Manual,8888,Like New,Model Y,82693.22
1541,Audi,2021,5.8,Hybrid,Manual,219738,Used,A3,48283.02
1542,Toyota,2003,2.9,Petrol,Manual,221432,Like New,Prius,80975.36
1543,Toyota,2004,2.7,Diesel,Manual,279477,Like New,Prius,66520.34
1544,Tesla,2004,1.3,Hybrid,Automatic,36355,Like New,Model Y,5343.23
1545,Ford,2008,3.4,Hybrid,Automatic,230487,New,Explorer,29100.96
1546,Tesla,2016,1.5,Electric,Manual,129686,Used,Model Y,51919.68
1547,Ford,2012,2.2,Petrol,Manual,162217,New,Fiesta,63775.3
1548,Tesla,2001,2.6,Hybrid,Manual,249602,Used,Model 3,11231.13
1549,Audi,2012,5,Electric,Manual,249434,Used,Q7,71982.59
1550,Mercedes,2021,5.4,Diesel,Automatic,180926,Like New,GLC,56635.93
1551,Toyota,2020,2.5,Electric,Automatic,67664,Like New,Prius,54949.03
1552,Tesla,2022,5.3,Electric,Manual,86153,New,Model Y,32744.33
1553,Audi,2018,5.3,Hybrid,Automatic,93616,Used,A4,61508.19
1554,Ford,2002,4.8,Hybrid,Manual,297429,Like New,Fiesta,7611.82
1555,Ford,2009,1.7,Hybrid,Manual,256349,Like New,Fiesta,11146.53
1556,Toyota,2001,4.5,Electric,Automatic,46996,Like New,Corolla,74717.66
1557,BMW,2012,5.7,Diesel,Manual,128344,Like New,5 Series,35579.68
1558,Tesla,2018,4.4,Petrol,Automatic,229685,New,Model X,37961.87
1559,Honda,2016,2.7,Electric,Manual,128019,New,CR-V,24796.59
1560,Ford,2020,3.5,Hybrid,Automatic,135024,Like New,Fiesta,47333.97
1561,Mercedes,2013,4.2,Petrol,Manual,183273,Like New,E-Class,9939.38
1562,Mercedes,2011,3.6,Diesel,Automatic,120454,Like New,GLC,33534.51
1563,Ford,2020,1.6,Petrol,Manual,124444,Like New,Fiesta,55076.77
1564,BMW,2011,2.6,Hybrid,Manual,153868,Like New,3 Series,49235.03
1565,BMW,2010,5,Electric,Automatic,162818,Used,3 Series,99968.62
1566,Audi,2006,5.3,Electric,Manual,15,Used,Q5,41932.64
1567,Mercedes,2003,1.7,Hybrid,Automatic,157029,Used,C-Class,41764.91
1568,Audi,2018,5.8,Electric,Automatic,81541,Used,A4,52840.27
1569,Mercedes,2000,2.6,Hybrid,Manual,21292,Like New,GLA,23078.8
1570,Tesla,2023,4.3,Electric,Manual,162948,Used,Model S,88248.92
1571,Tesla,2002,4.8,Electric,Manual,191799,Used,Model X,59365.44
1572,Honda,2012,5.1,Electric,Manual,47046,New,Accord,23250.23
1573,Tesla,2014,5.7,Diesel,Automatic,14817,Used,Model X,80376.95
1574,Honda,2001,2.6,Diesel,Manual,9759,Used,Civic,8261.56
1575,Tesla,2010,5.3,Hybrid,Manual,179504,Like New,Model 3,98343.6
1576,Toyota,2003,1.7,Diesel,Manual,268556,Used,Camry,87189.19
1577,Tesla,2018,4.5,Hybrid,Automatic,282648,Used,Model X,60065.75
1578,Audi,2016,4.7,Petrol,Manual,270651,Like New,A4,15573.09
1579,Ford,2002,4.4,Petrol,Automatic,21050,Used,Explorer,25450.91
1580,Audi,2017,2.3,Diesel,Manual,100153,Like New,Q7,31546.34
1581,Ford,2007,5.4,Petrol,Automatic,275731,Used,Fiesta,27898.02
1582,BMW,2021,1.8,Petrol,Manual,231329,New,5 Series,52264.4
1583,Audi,2023,1.3,Electric,Manual,57732,New,Q5,94733.24
1584,BMW,2018,4.6,Electric,Automatic,51921,Used,X5,47196.4
1585,Honda,2004,3.4,Hybrid,Manual,117734,New,Fit,67848.63
1586,Honda,2006,5.2,Petrol,Manual,137912,Like New,Fit,70415.4
1587,Toyota,2020,2.9,Hybrid,Manual,31440,Used,Corolla,87800.17
1588,Tesla,2007,1.8,Hybrid,Automatic,35183,Like New,Model Y,8213.02
1589,Audi,2004,5.2,Petrol,Manual,133461,New,A4,43411.36
1590,BMW,2016,3.7,Diesel,Automatic,114515,Like New,3 Series,79549.84
1591,Ford,2004,1.9,Petrol,Automatic,220533,New,Mustang,82412.37
1592,Honda,2003,4.6,Electric,Automatic,115503,New,CR-V,93096.6
1593,Tesla,2021,3.6,Petrol,Manual,39023,New,Model 3,71765.46
1594,Honda,2018,4,Diesel,Automatic,181101,Like New,CR-V,28289.62
1595,Ford,2020,3.3,Hybrid,Automatic,218031,New,Explorer,53038.25
1596,Tesla,2001,5.1,Hybrid,Manual,76054,Used,Model 3,8072.8
1597,Tesla,2010,5.1,Electric,Automatic,61742,New,Model 3,66458.19
1598,BMW,2021,4.5,Electric,Automatic,45215,Used,X3,57658.05
1599,BMW,2012,1.5,Electric,Manual,159245,Used,3 Series,68349.45
1600,Audi,2014,5.2,Hybrid,Manual,241443,Used,A3,93363.35
1601,Audi,2011,4.4,Electric,Automatic,103591,Used,Q5,70291.28
1602,Mercedes,2021,4.5,Petrol,Manual,249045,Like New,GLC,35442.74
1603,Mercedes,2020,2.8,Hybrid,Manual,46229,Used,C-Class,23879.98
1604,Toyota,2021,5.4,Diesel,Manual,62583,New,Camry,86190.44
1605,Honda,2010,4.6,Hybrid,Automatic,255931,Used,Fit,23461.55
1606,Audi,2006,1.6,Petrol,Automatic,159996,New,A3,20352.91
1607,BMW,2004,3,Petrol,Manual,126011,Like New,3 Series,24628.15
1608,Ford,2016,5.4,Electric,Automatic,292248,Used,Explorer,53339.88
1609,BMW,2023,1.2,Hybrid,Manual,240660,New,5 Series,16797.81
1610,Honda,2019,5.8,Hybrid,Manual,299738,Like New,CR-V,94121.24
1611,Mercedes,2008,4.4,Hybrid,Manual,265808,Like New,C-Class,96794.1
1612,BMW,2013,4.2,Diesel,Manual,272672,New,X3,97511.18
1613,Toyota,2011,2.4,Electric,Manual,159262,Used,Corolla,8716.86
1614,Honda,2005,2.2,Petrol,Automatic,197105,Like New,Civic,94888.77
1615,Mercedes,2016,5.7,Petrol,Automatic,204249,New,E-Class,99754.42
1616,Ford,2018,2.5,Electric,Automatic,128404,Used,Explorer,94530.77
1617,Mercedes,2018,4.9,Petrol,Automatic,201664,Like New,GLA,68739.2
1618,Tesla,2015,3,Petrol,Manual,295043,New,Model Y,71616.86
1619,Toyota,2011,1.7,Electric,Manual,17241,Like New,Corolla,16614.03
1620,Honda,2011,1.1,Petrol,Automatic,63472,Like New,CR-V,88058.22
1621,Ford,2019,3.7,Hybrid,Automatic,205320,New,Mustang,10665.76
1622,Toyota,2005,5.9,Diesel,Manual,31346,Like New,RAV4,35184.4
1623,Mercedes,2022,2.8,Electric,Manual,81196,New,E-Class,99159.41
1624,Toyota,2003,2.8,Diesel,Manual,208196,Used,Corolla,45121.15
1625,Honda,2005,2.7,Petrol,Automatic,149014,New,Fit,17459.84
1626,Audi,2010,3.6,Petrol,Manual,298517,Used,A3,97082.99
1627,Toyota,2000,3.2,Hybrid,Manual,120623,Like New,RAV4,98493.27
1628,Tesla,2023,5.4,Electric,Automatic,2016,New,Model S,22769.06
1629,Toyota,2022,3.5,Petrol,Automatic,7274,New,Camry,87156.36
1630,Mercedes,2014,3.5,Electric,Automatic,15748,New,GLC,42090.22
1631,Mercedes,2010,1.7,Electric,Manual,11826,New,C-Class,41230
1632,Ford,2018,5.9,Electric,Manual,129288,Used,Mustang,29956.28
1633,Mercedes,2017,2.2,Electric,Automatic,201081,Used,E-Class,9247.48
1634,BMW,2016,1.4,Electric,Manual,251054,Like New,5 Series,30460.85
1635,Honda,2018,4.3,Diesel,Manual,172507,Like New,Fit,10108.81
1636,Honda,2020,4,Hybrid,Manual,206089,Like New,Fit,92815.34
1637,Audi,2013,3.1,Electric,Automatic,223023,Like New,Q7,67863.46
1638,Audi,2017,3.1,Diesel,Automatic,192949,New,Q7,89229.15
1639,Honda,2018,4.9,Petrol,Manual,69072,Used,Accord,73142.61
1640,Tesla,2014,2,Electric,Manual,67309,Used,Model S,17472.25
1641,Audi,2014,5.1,Petrol,Manual,160966,Used,Q7,94355.25
1642,Ford,2003,4.2,Electric,Manual,185639,Used,Fiesta,90489.84
1643,Mercedes,2006,3.1,Diesel,Automatic,35326,Like New,GLA,38067.23
1644,Honda,2012,3.3,Diesel,Automatic,186131,New,CR-V,15595.67
1645,Audi,2002,2.3,Diesel,Manual,267223,Used,Q5,71894.7
1646,Honda,2015,4.8,Hybrid,Manual,87340,New,CR-V,74194.32
1647,BMW,2008,3.6,Petrol,Automatic,167364,New,3 Series,90198.76
1648,Toyota,2007,2.6,Hybrid,Manual,118192,New,RAV4,10002.3
1649,Mercedes,2019,4,Electric,Automatic,251749,New,GLC,18461.86
1650,Honda,2012,6,Petrol,Manual,51818,Used,Civic,61833.64
1651,Toyota,2016,3.2,Diesel,Automatic,13429,Used,RAV4,63817.5
1652,Audi,2016,5.6,Petrol,Manual,57748,Used,Q5,8192.92
1653,Toyota,2016,2.7,Diesel,Manual,48807,Like New,RAV4,42708.54
1654,Mercedes,2000,1.3,Hybrid,Automatic,269284,Used,GLA,60495.36
1655,Honda,2007,2,Hybrid,Automatic,238161,Like New,Fit,75101.58
1656,BMW,2018,3.1,Diesel,Manual,290669,Like New,X5,35034.32
1657,Tesla,2005,2.1,Diesel,Manual,282635,Like New,Model X,50970.83
1658,Audi,2002,1,Electric,Automatic,199888,Used,A4,82335.21
1659,Honda,2004,5.6,Hybrid,Automatic,166052,Used,Civic,95620.03
1660,Mercedes,2012,5.2,Hybrid,Manual,226597,Used,C-Class,26879.89
1661,Audi,2014,4.7,Electric,Manual,8078,Like New,A4,29039.01
1662,Ford,2013,1.8,Hybrid,Automatic,91654,Like New,Mustang,94282.73
1663,Toyota,2022,1.6,Diesel,Automatic,129101,New,RAV4,42611.56
1664,Tesla,2015,1.3,Petrol,Automatic,16997,Like New,Model 3,73243.09
1665,Mercedes,2017,4.6,Petrol,Automatic,131940,Like New,C-Class,63165.2
1666,Ford,2021,5.6,Hybrid,Automatic,212650,Used,Fiesta,32130.83
1667,Honda,2021,3.2,Electric,Manual,283390,New,CR-V,67088.41
1668,BMW,2010,1.6,Diesel,Manual,151633,New,X5,67278.76
1669,Audi,2002,3.6,Petrol,Automatic,34512,New,A4,61282.1
1670,Toyota,2021,2.7,Diesel,Manual,225226,Used,Prius,14467.78
1671,Audi,2009,2.9,Hybrid,Manual,208467,New,A3,99541.32
1672,Tesla,2009,4.1,Hybrid,Automatic,72144,New,Model X,43039.56
1673,Honda,2020,4.6,Petrol,Manual,173557,Used,CR-V,65633.84
1674,Audi,2015,1.6,Hybrid,Manual,117363,New,A4,89147.36
1675,Toyota,2011,1.2,Electric,Manual,201484,Like New,Prius,45212.41
1676,Honda,2001,6,Hybrid,Automatic,181675,Like New,CR-V,78522.88
1677,Audi,2008,2.2,Hybrid,Automatic,152110,Like New,A3,97323.32
1678,BMW,2023,1.3,Hybrid,Manual,93542,Like New,5 Series,39098.8
1679,Mercedes,2002,1.9,Diesel,Manual,276469,Like New,C-Class,43500.61
1680,Honda,2023,1.2,Diesel,Manual,166964,Like New,Accord,91029.73
1681,Mercedes,2014,3,Petrol,Manual,149068,Like New,GLA,20166.07
1682,Honda,2002,5,Petrol,Manual,205355,Like New,Civic,7716.51
1683,BMW,2018,2.7,Petrol,Manual,116737,Like New,3 Series,91344.46
1684,Mercedes,2017,3.2,Hybrid,Automatic,262968,Used,GLC,83051.2
1685,Ford,2007,4.4,Diesel,Manual,240417,Used,Explorer,97395.39
1686,Toyota,2016,3.5,Electric,Manual,117718,Like New,RAV4,10532.59
1687,Ford,2007,5.3,Hybrid,Automatic,273661,Used,Mustang,19836.85
1688,Audi,2006,5.3,Hybrid,Manual,152755,Used,A4,15004.69
1689,BMW,2006,1,Hybrid,Manual,207791,Like New,X3,69924.53
1690,Ford,2002,4.9,Electric,Manual,249120,Like New,Mustang,62570.96
1691,Honda,2000,3.3,Petrol,Manual,254322,Used,Civic,39136.84
1692,Audi,2003,5.9,Electric,Automatic,209485,Like New,A3,10455.23
1693,Audi,2004,3.4,Petrol,Manual,272126,Like New,A3,65767.89
1694,Ford,2000,5.9,Electric,Automatic,145711,Like New,Fiesta,59161.45
1695,Ford,2014,4.8,Diesel,Manual,70210,Like New,Focus,15725.81
1696,BMW,2004,2.2,Hybrid,Manual,69852,Used,X5,91346.42
1697,Toyota,2012,3.7,Hybrid,Automatic,255139,New,Corolla,23900.22
1698,Ford,2007,6,Hybrid,Manual,9695,Used,Mustang,75633.37
1699,Tesla,2007,5.3,Petrol,Automatic,48582,New,Model X,89082.21
1700,Ford,2004,1.5,Electric,Automatic,293238,New,Mustang,60050.12
1701,Mercedes,2008,4.5,Diesel,Automatic,191707,New,E-Class,28450.65
1702,Honda,2000,2.7,Electric,Manual,284331,Used,Civic,34378.61
1703,Tesla,2003,1,Hybrid,Manual,128721,Used,Model S,89146.02
1704,Tesla,2002,3,Diesel,Manual,106683,Used,Model X,33334.43
1705,Mercedes,2001,2.2,Diesel,Manual,263358,Used,GLA,75888.1
1706,Mercedes,2007,5.1,Hybrid,Automatic,286084,Used,GLC,99065.7
1707,Audi,2022,2.7,Electric,Manual,44406,New,A3,99982.59
1708,Toyota,2008,5.1,Hybrid,Manual,147049,Used,Corolla,55680.58
1709,Honda,2001,1,Electric,Automatic,235994,New,Fit,83522.8
1710,BMW,2013,2.5,Diesel,Automatic,187313,Used,5 Series,99073.74
1711,Tesla,2013,2.2,Diesel,Manual,204573,Used,Model 3,40593.92
1712,BMW,2003,2.2,Hybrid,Automatic,206205,Like New,X5,28978.91
1713,Ford,2005,1.3,Diesel,Automatic,60481,New,Explorer,15852.17
1714,Ford,2010,1.9,Petrol,Automatic,238084,Used,Mustang,18385.47
1715,BMW,2002,3.8,Diesel,Automatic,289884,Used,X3,86087.85
1716,Ford,2007,2.5,Petrol,Automatic,274025,Used,Explorer,60928.69
1717,Toyota,2002,3.1,Diesel,Manual,299140,Like New,Camry,88002.37
1718,Mercedes,2013,2.9,Hybrid,Manual,163249,New,E-Class,79998.23
1719,Ford,2012,5.4,Hybrid,Manual,122196,Used,Focus,69005.74
1720,Audi,2012,5.5,Petrol,Manual,37177,Used,A4,62884.66
1721,Ford,2001,3.5,Hybrid,Manual,66126,Used,Mustang,9592.2
1722,Honda,2012,2.7,Diesel,Manual,26119,Like New,Fit,87866.14
1723,Toyota,2018,1.5,Diesel,Manual,117744,Used,Corolla,44695
1724,Honda,2005,5.8,Hybrid,Automatic,116894,New,CR-V,58179.75
1725,Honda,2015,1.3,Diesel,Manual,158987,New,Accord,7085.58
1726,Audi,2001,2.5,Electric,Manual,44989,New,A4,93926.98
1727,Toyota,2007,2.5,Electric,Manual,284250,New,RAV4,90760.34
1728,Toyota,2016,2.6,Diesel,Automatic,279275,Used,Prius,56611.41
1729,Toyota,2022,1.8,Hybrid,Manual,6553,Like New,Corolla,59844.61
1730,Toyota,2001,4.9,Petrol,Manual,17881,Like New,Prius,71976.64
1731,Toyota,2009,1.6,Hybrid,Automatic,1379,Like New,Prius,30146.02
1732,Audi,2015,4.2,Petrol,Manual,69306,Used,A4,26081.98
1733,Ford,2005,1.6,Hybrid,Manual,243825,Like New,Focus,69032.18
1734,Honda,2001,1.4,Diesel,Automatic,104512,New,Civic,14920.13
1735,Toyota,2001,5.5,Electric,Manual,278494,Used,RAV4,48135.89
1736,Tesla,2012,2,Hybrid,Automatic,99599,Like New,Model S,51812.24
1737,Ford,2023,5.1,Petrol,Manual,81397,New,Fiesta,41227.01
1738,Ford,2014,3.7,Electric,Manual,17769,New,Explorer,22600.48
1739,Honda,2001,1.4,Petrol,Manual,178321,Used,Accord,38755.05
1740,Audi,2006,5.8,Diesel,Automatic,101584,Used,Q5,37067.94
1741,BMW,2002,2.2,Electric,Automatic,133858,Like New,5 Series,52430.24
1742,BMW,2007,5.3,Petrol,Automatic,231609,Like New,3 Series,69094.68
1743,Ford,2022,1.8,Hybrid,Manual,126525,Like New,Fiesta,96982.34
1744,Mercedes,2013,5.3,Diesel,Manual,36303,Used,E-Class,18695.51
1745,Mercedes,2023,1.1,Diesel,Automatic,19589,Like New,C-Class,87936.63
1746,Honda,2022,3.6,Diesel,Automatic,265026,Like New,Accord,31996.91
1747,BMW,2021,4.8,Hybrid,Manual,180394,New,X5,61180.41
1748,Ford,2006,5.7,Hybrid,Manual,129236,New,Mustang,56940.01
1749,Audi,2020,5.5,Electric,Manual,271889,New,A3,57910.1
1750,BMW,2006,5.1,Hybrid,Manual,15861,Like New,3 Series,73719.07
1751,Ford,2000,5.4,Electric,Automatic,91707,Used,Mustang,41260.39
1752,Ford,2016,2,Diesel,Manual,255043,New,Mustang,35314.5
1753,Toyota,2008,2.4,Electric,Manual,133909,Used,Camry,86019.28
1754,Audi,2020,2.4,Petrol,Manual,54380,Like New,A4,25909.03
1755,Toyota,2012,2.9,Diesel,Manual,105025,Like New,Corolla,22123.37
1756,Honda,2020,3,Diesel,Manual,180903,New,Civic,6482.71
1757,Toyota,2018,3.7,Electric,Manual,220421,Used,Corolla,25004.89
1758,Tesla,2020,1.8,Diesel,Manual,244497,New,Model 3,54260.49
1759,Toyota,2018,4.5,Hybrid,Automatic,160592,Like New,Camry,56158.34
1760,Tesla,2021,1.8,Petrol,Automatic,44397,Used,Model S,29169.95
1761,BMW,2016,2.6,Electric,Automatic,277132,New,5 Series,11866.05
1762,Mercedes,2022,3.5,Electric,Manual,158795,Like New,GLC,75740.88
1763,Ford,2022,5,Diesel,Automatic,33800,New,Fiesta,77007.66
1764,Tesla,2009,4.7,Hybrid,Manual,158502,Used,Model 3,99794.46
1765,Audi,2009,4.2,Diesel,Manual,199548,Used,Q7,90502.81
1766,Toyota,2003,1.8,Diesel,Manual,257653,Used,Camry,92975.9
1767,Tesla,2007,3.7,Electric,Manual,52284,Used,Model 3,80829.36
1768,Audi,2021,1.4,Diesel,Automatic,56232,Used,A4,63472.77
1769,Mercedes,2019,2.9,Petrol,Manual,44420,New,E-Class,17211.87
1770,Mercedes,2019,3.1,Diesel,Manual,299854,New,GLA,64119.76
1771,Toyota,2017,1.2,Diesel,Automatic,92035,New,Camry,10315.81
1772,Honda,2013,2.4,Electric,Automatic,293427,New,CR-V,89103.42
1773,Toyota,2017,5.8,Diesel,Automatic,197241,Like New,Corolla,50773.03
1774,BMW,2013,5.8,Hybrid,Manual,193529,Like New,3 Series,71259.92
1775,Tesla,2019,2.8,Electric,Automatic,249863,New,Model X,9963.15
1776,Ford,2020,1.2,Diesel,Manual,25968,Like New,Explorer,55753.6
1777,Honda,2023,1.9,Petrol,Manual,62508,Like New,Fit,33620.02
1778,Toyota,2014,3,Petrol,Automatic,235863,Used,Camry,32071.99
1779,Audi,2021,5.7,Electric,Automatic,194292,New,Q7,42017.31
1780,Honda,2003,1.7,Electric,Automatic,85366,Like New,Accord,5060.75
1781,Tesla,2012,4.8,Diesel,Manual,5738,Like New,Model 3,49332.78
1782,Honda,2022,1.5,Hybrid,Manual,3098,New,Civic,51223.83
1783,Tesla,2007,5.9,Diesel,Manual,95424,Used,Model X,86997.44
1784,Toyota,2017,2.9,Petrol,Manual,204705,New,Prius,47609.93
1785,Tesla,2011,4.9,Hybrid,Manual,78672,Used,Model X,39537.85
1786,Honda,2022,2.7,Hybrid,Manual,139325,Like New,Civic,99500.97
1787,Audi,2013,4.1,Hybrid,Automatic,125349,Used,Q7,59265.27
1788,Mercedes,2001,2,Diesel,Manual,50969,Used,GLA,49898.25
1789,Honda,2017,1.7,Petrol,Automatic,90744,New,Fit,52113.9
1790,Tesla,2023,5.7,Electric,Automatic,201495,Like New,Model 3,81872.22
1791,Mercedes,2001,5.6,Diesel,Automatic,117286,New,C-Class,37364.26
1792,Tesla,2010,5.4,Electric,Automatic,75028,New,Model 3,41970.24
1793,Audi,2008,4.1,Hybrid,Automatic,297565,Like New,A3,76807.97
1794,Tesla,2011,5,Hybrid,Manual,38575,New,Model 3,11933.46
1795,Toyota,2016,1.3,Diesel,Manual,3192,New,RAV4,87191.07
1796,Ford,2014,2.7,Petrol,Manual,111116,Used,Fiesta,45869.26
1797,Honda,2016,2.6,Hybrid,Manual,81311,New,Fit,60222.83
1798,Ford,2017,4.2,Electric,Automatic,80781,Like New,Fiesta,76960.24
1799,Tesla,2021,2.8,Electric,Automatic,36527,New,Model Y,30274.93
1800,Audi,2005,1.7,Diesel,Automatic,52181,Used,A4,89579.85
1801,Honda,2016,4,Electric,Manual,91472,New,Accord,98026.37
1802,Tesla,2022,5.1,Petrol,Manual,81219,New,Model Y,51956.06
1803,Mercedes,2023,2.9,Hybrid,Manual,119783,New,E-Class,94009.05
1804,BMW,2017,1.7,Electric,Manual,161554,Used,X5,5107.22
